id,case_id,diagnosis,recovery_score,recommended_action,delay_minutes,expected_recovery_value,reason,created_at
REC-b9ca2716,CASE-2142,INSUFFICIENT_FUNDS,69,RETRY,30,1485.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.287232
REC-611cc138,CASE-2143,INSUFFICIENT_FUNDS,64,RETRY,30,2335.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.287232
REC-fd46311e,CASE-2144,INSUFFICIENT_FUNDS,54,RETRY,30,6288.4,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.287232
REC-a1820c8a,CASE-2145,TEMPORARY_FAILURE,73,RETRY,30,1572.3,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.287232
REC-6efe3113,CASE-2146,TEMPORARY_FAILURE,71,RETRY,30,1528.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.287232
REC-a2cf71d4,CASE-2147,TEMPORARY_FAILURE,93,RETRY,30,2008.54,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.287232
REC-f5770781,CASE-2148,INSUFFICIENT_FUNDS,60,RETRY,30,1288.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:04.287232
REC-14ab75e0,CASE-2149,TEMPORARY_FAILURE,83,RETRY,30,5941.25,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.287232
REC-db9a3b27,CASE-2150,TEMPORARY_FAILURE,78,RETRY,30,1681.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.287232
REC-43fa3dcd,CASE-2151,TEMPORARY_FAILURE,86,RETRY,30,3145.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T05:16:04.287232
REC-91d085e5,CASE-2152,TEMPORARY_FAILURE,76,RETRY,30,1637.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.287232
REC-fd4d8d10,CASE-2153,INSUFFICIENT_FUNDS,69,RETRY,30,1485.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.287232
REC-fd96fdb1,CASE-2154,INSUFFICIENT_FUNDS,56,RETRY,30,6522.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.287232
REC-c9b5a6a1,CASE-2155,INSUFFICIENT_FUNDS,45,RETRY,30,511.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.287232
REC-6350ae88,CASE-2156,TEMPORARY_FAILURE,77,RETRY,30,3584.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.287232
REC-d7c4f4a6,CASE-2157,INSUFFICIENT_FUNDS,50,RETRY,30,2320.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.287232
REC-523eea06,CASE-2158,INSUFFICIENT_FUNDS,50,RETRY,30,1820.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.287232
REC-8e10ecd6,CASE-2159,INSUFFICIENT_FUNDS,70,RETRY,30,2556.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.287232
REC-6b34f8af,CASE-2160,INSUFFICIENT_FUNDS,60,RETRY,30,6989.34,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.287232
REC-5bfd047f,CASE-2161,TEMPORARY_FAILURE,74,RETRY,30,854.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.287232
REC-99264d98,CASE-2162,TEMPORARY_FAILURE,92,RETRY,30,10727.65,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T15:16:04.287232
REC-b8d11865,CASE-2163,TEMPORARY_FAILURE,89,RETRY,30,1921.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.287232
REC-f06ac389,CASE-2164,INSUFFICIENT_FUNDS,61,RETRY,30,7106.16,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.287232
REC-ccac02cc,CASE-2165,TEMPORARY_FAILURE,91,RETRY,30,3329.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:04.287232
REC-3311f9a8,CASE-2166,INSUFFICIENT_FUNDS,49,RETRY,30,3499.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T07:16:04.287232
REC-22f68b43,CASE-2167,INSUFFICIENT_FUNDS,68,RETRY,30,4863.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.287232
REC-3451a3f0,CASE-2168,INSUFFICIENT_FUNDS,55,RETRY,30,2004.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.287232
REC-1869d67d,CASE-2169,INSUFFICIENT_FUNDS,52,RETRY,30,6054.76,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T12:16:04.287232
REC-a3240abb,CASE-2170,INSUFFICIENT_FUNDS,47,RETRY,30,1005.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.287232
REC-20ccc177,CASE-2171,INSUFFICIENT_FUNDS,47,RETRY,30,1005.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.287232
REC-49bbbd2a,CASE-2172,TEMPORARY_FAILURE,71,RETRY,30,1528.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.287232
REC-3dc26a0a,CASE-2173,INSUFFICIENT_FUNDS,52,RETRY,30,1894.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.287232
REC-d24b3a3e,CASE-2174,INSUFFICIENT_FUNDS,47,RETRY,30,3355.65,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.287232
REC-4b86cbcd,CASE-2175,INSUFFICIENT_FUNDS,65,RETRY,30,2372.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.295307
REC-f2440c28,CASE-2176,INSUFFICIENT_FUNDS,63,RETRY,30,1354.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:04.295307
REC-88e94649,CASE-2177,TEMPORARY_FAILURE,74,RETRY,30,1594.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:04.295307
REC-763fd259,CASE-2178,TEMPORARY_FAILURE,93,RETRY,30,6659.47,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.295307
REC-c8c065a4,CASE-2179,INSUFFICIENT_FUNDS,59,RETRY,30,676.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.295307
REC-8c556252,CASE-2180,INSUFFICIENT_FUNDS,66,RETRY,30,759.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:04.295307
REC-f5da6465,CASE-2181,INSUFFICIENT_FUNDS,51,RETRY,30,1857.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.296427
REC-321da8c5,CASE-2182,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.296427
REC-6236282d,CASE-2183,TEMPORARY_FAILURE,71,RETRY,30,5079.38,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.296427
REC-adfdf71a,CASE-2184,INSUFFICIENT_FUNDS,51,RETRY,30,3642.94,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.296427
REC-cfaefacf,CASE-2185,TEMPORARY_FAILURE,82,RETRY,30,948.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.296427
REC-89804cdf,CASE-2186,INSUFFICIENT_FUNDS,65,RETRY,30,2372.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.296427
REC-761b726d,CASE-2187,INSUFFICIENT_FUNDS,59,RETRY,30,2151.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.296427
REC-a70014f7,CASE-2188,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T07:16:04.296427
REC-26de137b,CASE-2189,TEMPORARY_FAILURE,71,RETRY,30,2593.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.296427
REC-a287722e,CASE-2190,TEMPORARY_FAILURE,74,RETRY,30,2704.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.296427
REC-cc305e54,CASE-2191,INSUFFICIENT_FUNDS,64,RETRY,30,7456.63,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.296427
REC-41158e9b,CASE-2192,TEMPORARY_FAILURE,90,RETRY,30,1043.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.296427
REC-b3600790,CASE-2193,INSUFFICIENT_FUNDS,64,RETRY,30,7456.63,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.298440
REC-4e325484,CASE-2194,TEMPORARY_FAILURE,80,RETRY,30,3724.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.298440
REC-31ed59ef,CASE-2195,INSUFFICIENT_FUNDS,52,RETRY,30,1114.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T04:16:04.298440
REC-568c3407,CASE-2196,INSUFFICIENT_FUNDS,70,RETRY,30,1506.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.298440
REC-ec7f53be,CASE-2197,INSUFFICIENT_FUNDS,49,RETRY,30,1783.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.298440
REC-9ceacec5,CASE-2198,INSUFFICIENT_FUNDS,53,RETRY,30,2461.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.298440
REC-73d4eb34,CASE-2199,INSUFFICIENT_FUNDS,48,RETRY,30,2226.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.299480
REC-3229a0e5,CASE-2200,INSUFFICIENT_FUNDS,46,RETRY,30,2133.37,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.299480
REC-98cf4eb3,CASE-2201,INSUFFICIENT_FUNDS,56,RETRY,30,1201.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.299480
REC-fd9d26cd,CASE-2202,TEMPORARY_FAILURE,84,RETRY,30,972.23,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.300382
REC-fcf68047,CASE-2203,TEMPORARY_FAILURE,75,RETRY,30,5366.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.300382
REC-d7204814,CASE-2204,TEMPORARY_FAILURE,71,RETRY,30,1528.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.300951
REC-76b1ce1b,CASE-2205,INSUFFICIENT_FUNDS,69,RETRY,30,795.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.300951
REC-c31f1bf8,CASE-2206,TEMPORARY_FAILURE,81,RETRY,30,2961.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.301483
REC-85a3e782,CASE-2207,TEMPORARY_FAILURE,83,RETRY,30,3035.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.301483
REC-f6151f88,CASE-2208,TEMPORARY_FAILURE,94,RETRY,30,3440.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T21:16:04.301483
REC-e27fb75b,CASE-2209,INSUFFICIENT_FUNDS,60,RETRY,30,6989.34,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.301483
REC-a565575b,CASE-2210,INSUFFICIENT_FUNDS,67,RETRY,30,3116.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.301483
REC-1c9782fd,CASE-2211,TEMPORARY_FAILURE,92,RETRY,30,3366.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.302136
REC-dc1b627e,CASE-2212,TEMPORARY_FAILURE,81,RETRY,30,1746.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.302136
REC-33695635,CASE-2213,INSUFFICIENT_FUNDS,50,RETRY,30,570.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.302136
REC-e2a8534a,CASE-2214,TEMPORARY_FAILURE,78,RETRY,30,901.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:04.302136
REC-0af70d04,CASE-2215,INSUFFICIENT_FUNDS,53,RETRY,30,1136.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.302735
REC-56909de1,CASE-2216,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.302735
REC-55d614a2,CASE-2217,INSUFFICIENT_FUNDS,68,RETRY,30,783.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.302735
REC-8a047b8f,CASE-2218,INSUFFICIENT_FUNDS,53,RETRY,30,1931.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.303288
REC-90ac5a98,CASE-2219,INSUFFICIENT_FUNDS,65,RETRY,30,7573.45,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.303288
REC-d28e1f66,CASE-2220,INSUFFICIENT_FUNDS,56,RETRY,30,4002.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.303981
REC-a19c9b23,CASE-2221,INSUFFICIENT_FUNDS,53,RETRY,30,1931.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.303981
REC-303f6dae,CASE-2222,TEMPORARY_FAILURE,94,RETRY,30,4380.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.304551
REC-0bd82cae,CASE-2223,INSUFFICIENT_FUNDS,59,RETRY,30,4217.52,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.304551
REC-03893410,CASE-2224,TEMPORARY_FAILURE,92,RETRY,30,3366.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:04.305081
REC-56d03ed8,CASE-2225,TEMPORARY_FAILURE,90,RETRY,30,1043.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.305081
REC-51c8eeb4,CASE-2226,INSUFFICIENT_FUNDS,60,RETRY,30,1288.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.305081
REC-f032c6b9,CASE-2227,INSUFFICIENT_FUNDS,45,RETRY,30,5237.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:04.305616
REC-b10d0aa3,CASE-2228,INSUFFICIENT_FUNDS,55,RETRY,30,2554.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.305616
REC-d1d8854a,CASE-2229,INSUFFICIENT_FUNDS,69,RETRY,30,4935.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.305616
REC-2897fe4b,CASE-2230,INSUFFICIENT_FUNDS,59,RETRY,30,6872.52,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.305616
REC-70ec8824,CASE-2231,INSUFFICIENT_FUNDS,46,RETRY,30,1673.37,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.306195
REC-a7fdc402,CASE-2232,INSUFFICIENT_FUNDS,55,RETRY,30,2004.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.306195
REC-4332d95e,CASE-2233,INSUFFICIENT_FUNDS,50,RETRY,30,3571.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.306195
REC-b0dbc5e2,CASE-2234,TEMPORARY_FAILURE,86,RETRY,30,4005.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.306195
REC-9d6c7852,CASE-2235,INSUFFICIENT_FUNDS,58,RETRY,30,2115.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:04.306807
REC-c5273ae7,CASE-2236,TEMPORARY_FAILURE,91,RETRY,30,10610.83,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.306807
REC-bf8f08b1,CASE-2237,INSUFFICIENT_FUNDS,60,RETRY,30,2188.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.306807
REC-559dddd6,CASE-2238,TEMPORARY_FAILURE,76,RETRY,30,5438.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T12:16:04.306807
REC-e0116119,CASE-2239,INSUFFICIENT_FUNDS,50,RETRY,30,2320.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.307426
REC-a527a2d0,CASE-2240,INSUFFICIENT_FUNDS,58,RETRY,30,665.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T06:16:04.307426
REC-4a3a1191,CASE-2241,INSUFFICIENT_FUNDS,64,RETRY,30,735.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.307426
REC-2bebd58a,CASE-2242,INSUFFICIENT_FUNDS,50,RETRY,30,1820.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.307426
REC-bbf6c778,CASE-2243,INSUFFICIENT_FUNDS,68,RETRY,30,3163.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.307426
REC-f9b5bd52,CASE-2244,TEMPORARY_FAILURE,74,RETRY,30,3444.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.307426
REC-2045a5bb,CASE-2245,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.307426
REC-7d0eb143,CASE-2246,TEMPORARY_FAILURE,71,RETRY,30,5079.38,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.307426
REC-3683cb62,CASE-2247,TEMPORARY_FAILURE,79,RETRY,30,3678.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.307426
REC-8a9256e8,CASE-2248,INSUFFICIENT_FUNDS,70,RETRY,30,806.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.307426
REC-97abe2fa,CASE-2249,INSUFFICIENT_FUNDS,55,RETRY,30,1179.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.307426
REC-d7db82f7,CASE-2250,INSUFFICIENT_FUNDS,50,RETRY,30,2320.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.307426
REC-3191a829,CASE-2251,INSUFFICIENT_FUNDS,61,RETRY,30,4361.16,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.307426
REC-4927a11f,CASE-2252,INSUFFICIENT_FUNDS,70,RETRY,30,5007.56,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.307426
REC-a1a7e118,CASE-2253,INSUFFICIENT_FUNDS,45,RETRY,30,2086.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.307426
REC-d04fc1d3,CASE-2254,INSUFFICIENT_FUNDS,54,RETRY,30,1157.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.307426
REC-00060a69,CASE-2255,TEMPORARY_FAILURE,95,RETRY,30,1102.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.307426
REC-388035a1,CASE-2256,TEMPORARY_FAILURE,86,RETRY,30,4005.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:04.307426
REC-8c241270,CASE-2257,INSUFFICIENT_FUNDS,54,RETRY,30,2507.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T15:16:04.307426
REC-1ca8f17d,CASE-2258,INSUFFICIENT_FUNDS,60,RETRY,30,6989.34,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.307426
REC-7c3b8b7f,CASE-2259,INSUFFICIENT_FUNDS,66,RETRY,30,759.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.307426
REC-b989102e,CASE-2260,TEMPORARY_FAILURE,88,RETRY,30,10260.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.307426
REC-86c9139f,CASE-2261,TEMPORARY_FAILURE,73,RETRY,30,8508.03,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.307426
REC-cb1db411,CASE-2262,TEMPORARY_FAILURE,86,RETRY,30,6156.72,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:04.307426
REC-3d8e6d8d,CASE-2263,TEMPORARY_FAILURE,92,RETRY,30,4286.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T04:16:04.307426
REC-6eda8014,CASE-2264,INSUFFICIENT_FUNDS,49,RETRY,30,1048.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.307426
REC-ff11789b,CASE-2265,INSUFFICIENT_FUNDS,46,RETRY,30,3283.83,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.307426
REC-b344b6a4,CASE-2266,INSUFFICIENT_FUNDS,47,RETRY,30,1005.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T15:16:04.307426
REC-e04eef7b,CASE-2267,INSUFFICIENT_FUNDS,62,RETRY,30,1332.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.307426
REC-289b47c4,CASE-2268,INSUFFICIENT_FUNDS,52,RETRY,30,6054.76,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.307426
REC-866d493a,CASE-2269,TEMPORARY_FAILURE,73,RETRY,30,5223.03,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:04.307426
REC-57e858b4,CASE-2270,INSUFFICIENT_FUNDS,67,RETRY,30,2446.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.307426
REC-7f7d404e,CASE-2271,INSUFFICIENT_FUNDS,63,RETRY,30,724.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.307426
REC-6a423aee,CASE-2272,TEMPORARY_FAILURE,94,RETRY,30,6731.3,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.307426
REC-546029d4,CASE-2273,INSUFFICIENT_FUNDS,58,RETRY,30,6755.69,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.314887
REC-e70d7832,CASE-2274,INSUFFICIENT_FUNDS,45,RETRY,30,5237.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T01:16:04.314887
REC-c6c511ae,CASE-2275,INSUFFICIENT_FUNDS,45,RETRY,30,3212.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.315660
REC-0ba324db,CASE-2276,TEMPORARY_FAILURE,90,RETRY,30,10494.01,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.315660
REC-afd365e9,CASE-2277,INSUFFICIENT_FUNDS,61,RETRY,30,2835.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.316566
REC-1b283de9,CASE-2278,TEMPORARY_FAILURE,84,RETRY,30,6013.07,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T04:16:04.316566
REC-8f06b6ac,CASE-2279,INSUFFICIENT_FUNDS,68,RETRY,30,7923.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.316566
REC-a02b3385,CASE-2280,TEMPORARY_FAILURE,75,RETRY,30,865.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:04.316566
REC-4a4f0cde,CASE-2281,INSUFFICIENT_FUNDS,62,RETRY,30,2262.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.316566
REC-9188132b,CASE-2282,TEMPORARY_FAILURE,93,RETRY,30,6659.47,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.316566
REC-2085730a,CASE-2283,INSUFFICIENT_FUNDS,65,RETRY,30,7573.45,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.318577
