id,source_type,source_id,customer_id,amount_at_risk,problem_type,recovery_score,risk_level,recommended_action,policy_decision,status,retry_count,max_retries,created_at
CASE-2139,TRANSACTION,TX-6BDBAEE4,CUST-1001,11682.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.287232
CASE-2140,TRANSACTION,TX-59C9FC34,CUST-1228,2181.23,FAILED_PAYMENT,82,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T16:16:04.287232
CASE-2141,TRANSACTION,TX-5358B491,CUST-1217,3681.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.287232
CASE-2142,TRANSACTION,TX-C0BE9F36,CUST-1046,2181.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.287232
CASE-2143,TRANSACTION,TX-D582CDED,CUST-1071,3681.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.287232
CASE-2144,TRANSACTION,TX-50BF02E7,CUST-1036,11682.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.287232
CASE-2145,TRANSACTION,TX-D08AC175,CUST-1180,2181.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.287232
CASE-2146,TRANSACTION,TX-3A173577,CUST-1227,2181.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.287232
CASE-2147,TRANSACTION,TX-E27BB600,CUST-1197,2181.23,FAILED_PAYMENT,93,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T16:16:04.287232
CASE-2148,TRANSACTION,TX-1BEBBB51,CUST-1142,2181.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:04.287232
CASE-2149,TRANSACTION,TX-1A3FC53E,CUST-1146,7182.23,FAILED_PAYMENT,83,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.287232
CASE-2150,TRANSACTION,TX-DDE62F02,CUST-1261,2181.23,FAILED_PAYMENT,78,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.287232
CASE-2151,TRANSACTION,TX-F345F0E8,CUST-1123,3681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T05:16:04.287232
CASE-2152,TRANSACTION,TX-8FC31DB8,CUST-1037,2181.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.287232
CASE-2153,TRANSACTION,TX-EAC7EF77,CUST-1292,2181.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:04.287232
CASE-2154,TRANSACTION,TX-58E9FDCF,CUST-1242,11682.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.287232
CASE-2155,TRANSACTION,TX-26729418,CUST-1135,1181.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.287232
CASE-2156,TRANSACTION,TX-AE6BAEAD,CUST-1147,4681.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.287232
CASE-2157,TRANSACTION,TX-7336BF67,CUST-1275,4681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.287232
CASE-2158,TRANSACTION,TX-F96BF163,CUST-1262,3681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:04.287232
CASE-2159,TRANSACTION,TX-8BE84181,CUST-1034,3681.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.287232
CASE-2160,TRANSACTION,TX-0CBE0234,CUST-1030,11682.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.287232
CASE-2161,TRANSACTION,TX-ACC1DAB0,CUST-1029,1181.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.287232
CASE-2162,TRANSACTION,TX-FCBD98CF,CUST-1090,11682.23,FAILED_PAYMENT,92,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T15:16:04.287232
CASE-2163,TRANSACTION,TX-6510E2E4,CUST-1255,2181.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T03:16:04.287232
CASE-2164,TRANSACTION,TX-B4A654CD,CUST-1086,11682.23,FAILED_PAYMENT,61,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.287232
CASE-2165,TRANSACTION,TX-D7998AAD,CUST-1016,3681.23,FAILED_PAYMENT,91,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T19:16:04.287232
CASE-2166,TRANSACTION,TX-B638A4B0,CUST-1135,7182.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T07:16:04.287232
CASE-2167,TRANSACTION,TX-B911BC95,CUST-1029,7182.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.287232
CASE-2168,TRANSACTION,TX-EB9F7E4A,CUST-1131,3681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.287232
CASE-2169,TRANSACTION,TX-DEB68B9B,CUST-1117,11682.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:04.287232
CASE-2170,TRANSACTION,TX-8852EBF7,CUST-1242,2181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.287232
CASE-2171,TRANSACTION,TX-201E2569,CUST-1284,2181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.287232
CASE-2172,TRANSACTION,TX-CFD4687B,CUST-1164,2181.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.287232
CASE-2173,TRANSACTION,TX-46697C3C,CUST-1258,3681.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.287232
CASE-2174,TRANSACTION,TX-90EF4948,CUST-1206,7182.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T18:16:04.287232
CASE-2175,TRANSACTION,TX-9ABAB42C,CUST-1045,3681.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.295307
CASE-2176,TRANSACTION,TX-BEFF5EA9,CUST-1289,2181.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:04.295307
CASE-2177,TRANSACTION,TX-3FD43050,CUST-1189,2181.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:04.295307
CASE-2178,TRANSACTION,TX-7F035E29,CUST-1126,7182.23,FAILED_PAYMENT,93,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:04.295307
CASE-2179,TRANSACTION,TX-C4139CBA,CUST-1278,1181.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.295307
CASE-2180,TRANSACTION,TX-E1E4426F,CUST-1001,1181.23,FAILED_PAYMENT,66,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:04.295307
CASE-2181,TRANSACTION,TX-5857BED2,CUST-1106,3681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.296427
CASE-2182,TRANSACTION,TX-FC89B17B,CUST-1144,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.296427
CASE-2183,TRANSACTION,TX-9A9290A9,CUST-1191,7182.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.296427
CASE-2184,TRANSACTION,TX-A81A50B8,CUST-1259,7182.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.296427
CASE-2185,TRANSACTION,TX-519963BB,CUST-1223,1181.23,FAILED_PAYMENT,82,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T18:16:04.296427
CASE-2186,TRANSACTION,TX-D41A7048,CUST-1202,3681.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.296427
CASE-2187,TRANSACTION,TX-1C1746D0,CUST-1039,3681.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.296427
CASE-2188,TRANSACTION,TX-3EDA874A,CUST-1055,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T07:16:04.296427
CASE-2189,TRANSACTION,TX-9A49DEA4,CUST-1062,3681.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.296427
CASE-2190,TRANSACTION,TX-F2DADA17,CUST-1136,3681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.296427
CASE-2191,TRANSACTION,TX-B7D029A0,CUST-1021,11682.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.296427
CASE-2192,TRANSACTION,TX-0AA969A8,CUST-1183,1181.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T09:16:04.296427
CASE-2193,TRANSACTION,TX-487809A2,CUST-1134,11682.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.298440
CASE-2194,TRANSACTION,TX-31FA9901,CUST-1128,4681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T06:16:04.298440
CASE-2195,TRANSACTION,TX-E7D9BDD0,CUST-1007,2181.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T04:16:04.298440
CASE-2196,TRANSACTION,TX-CEF65436,CUST-1191,2181.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.298440
CASE-2197,TRANSACTION,TX-5A3DEB39,CUST-1012,3681.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.298440
CASE-2198,TRANSACTION,TX-88B0CFC2,CUST-1048,4681.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T10:16:04.298440
CASE-2199,TRANSACTION,TX-590B93F8,CUST-1087,4681.23,FAILED_PAYMENT,48,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.299480
CASE-2200,TRANSACTION,TX-24AC0468,CUST-1196,4681.23,FAILED_PAYMENT,46,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.299480
CASE-2201,TRANSACTION,TX-162F94D4,CUST-1141,2181.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.299480
CASE-2202,TRANSACTION,TX-0AC0D253,CUST-1126,1181.23,FAILED_PAYMENT,84,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T10:16:04.300382
CASE-2203,TRANSACTION,TX-BF53A0BA,CUST-1032,7182.23,FAILED_PAYMENT,75,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.300382
CASE-2204,TRANSACTION,TX-FFF0A794,CUST-1103,2181.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:04.300951
CASE-2205,TRANSACTION,TX-11691176,CUST-1184,1181.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.300951
CASE-2206,TRANSACTION,TX-59A396CE,CUST-1199,3681.23,FAILED_PAYMENT,81,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T11:16:04.301483
CASE-2207,TRANSACTION,TX-DC0F2385,CUST-1144,3681.23,FAILED_PAYMENT,83,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T03:16:04.301483
CASE-2208,TRANSACTION,TX-EC4B504F,CUST-1120,3681.23,FAILED_PAYMENT,94,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T21:16:04.301483
CASE-2209,TRANSACTION,TX-174B1A65,CUST-1137,11682.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.301483
CASE-2210,TRANSACTION,TX-1EBF29F6,CUST-1089,4681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.301483
CASE-2211,TRANSACTION,TX-20D7EF52,CUST-1015,3681.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T00:16:04.302136
CASE-2212,TRANSACTION,TX-3047B609,CUST-1253,2181.23,FAILED_PAYMENT,81,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T05:16:04.302136
CASE-2213,TRANSACTION,TX-0838A4E0,CUST-1029,1181.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.302136
CASE-2214,TRANSACTION,TX-543AD2E0,CUST-1245,1181.23,FAILED_PAYMENT,78,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:04.302136
CASE-2215,TRANSACTION,TX-81C3EC5F,CUST-1175,2181.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.302735
CASE-2216,TRANSACTION,TX-FD98D2AC,CUST-1073,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.302735
CASE-2217,TRANSACTION,TX-C91A68FB,CUST-1203,1181.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.302735
CASE-2218,TRANSACTION,TX-5E895324,CUST-1081,3681.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.303288
CASE-2219,TRANSACTION,TX-C95CE787,CUST-1090,11682.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.303288
CASE-2220,TRANSACTION,TX-B1C15934,CUST-1194,7182.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.303981
CASE-2221,TRANSACTION,TX-D3340BAD,CUST-1091,3681.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.303981
CASE-2222,TRANSACTION,TX-D02E2881,CUST-1017,4681.23,FAILED_PAYMENT,94,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T16:16:04.304551
CASE-2223,TRANSACTION,TX-E7118CD4,CUST-1290,7182.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.304551
CASE-2224,TRANSACTION,TX-01A36F70,CUST-1178,3681.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T20:16:04.305081
CASE-2225,TRANSACTION,TX-49BA94DD,CUST-1172,1181.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T20:16:04.305081
CASE-2226,TRANSACTION,TX-5954B762,CUST-1035,2181.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.305081
CASE-2227,TRANSACTION,TX-3552546A,CUST-1025,11682.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:04.305616
CASE-2228,TRANSACTION,TX-3F51E15D,CUST-1212,4681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.305616
CASE-2229,TRANSACTION,TX-66802FBB,CUST-1052,7182.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.305616
CASE-2230,TRANSACTION,TX-5D7D18C3,CUST-1084,11682.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T10:16:04.305616
CASE-2231,TRANSACTION,TX-6CBD40D7,CUST-1164,3681.23,FAILED_PAYMENT,46,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.306195
CASE-2232,TRANSACTION,TX-547583C6,CUST-1193,3681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.306195
CASE-2233,TRANSACTION,TX-3E5422AD,CUST-1174,7182.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T11:16:04.306195
CASE-2234,TRANSACTION,TX-96E0FA02,CUST-1223,4681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T06:16:04.306195
CASE-2235,TRANSACTION,TX-2FD17BD5,CUST-1098,3681.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:04.306807
CASE-2236,TRANSACTION,TX-7FA37ECA,CUST-1277,11682.23,FAILED_PAYMENT,91,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T18:16:04.306807
CASE-2237,TRANSACTION,TX-2F4D621C,CUST-1050,3681.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.306807
CASE-2238,TRANSACTION,TX-00020834,CUST-1079,7182.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:04.306807
CASE-2239,TRANSACTION,TX-679A959F,CUST-1151,4681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.307426
CASE-2240,TRANSACTION,TX-83BC380B,CUST-1088,1181.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T06:16:04.307426
CASE-2241,TRANSACTION,TX-34E92559,CUST-1204,1181.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.307426
CASE-2242,TRANSACTION,TX-7332BE35,CUST-1279,3681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.307426
CASE-2243,TRANSACTION,TX-77A0C00B,CUST-1096,4681.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T20:16:04.307426
CASE-2244,TRANSACTION,TX-B2F8B357,CUST-1135,4681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.307426
CASE-2245,TRANSACTION,TX-1FCEF63A,CUST-1050,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.307426
CASE-2246,TRANSACTION,TX-8D8B50BB,CUST-1117,7182.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.307426
CASE-2247,TRANSACTION,TX-C20C7424,CUST-1244,4681.23,FAILED_PAYMENT,79,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.307426
CASE-2248,TRANSACTION,TX-0CC404DF,CUST-1018,1181.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.307426
CASE-2249,TRANSACTION,TX-FB25A9F4,CUST-1109,2181.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T10:16:04.307426
CASE-2250,TRANSACTION,TX-D97E6B0A,CUST-1223,4681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.307426
CASE-2251,TRANSACTION,TX-C37EB326,CUST-1164,7182.23,FAILED_PAYMENT,61,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.307426
CASE-2252,TRANSACTION,TX-821E166F,CUST-1283,7182.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.307426
CASE-2253,TRANSACTION,TX-0E1F49D6,CUST-1268,4681.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:04.307426
CASE-2254,TRANSACTION,TX-59F52532,CUST-1291,2181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.307426
CASE-2255,TRANSACTION,TX-7B96B301,CUST-1275,1181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T20:16:04.307426
CASE-2256,TRANSACTION,TX-81CCD974,CUST-1243,4681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T19:16:04.307426
CASE-2257,TRANSACTION,TX-E41B22F4,CUST-1206,4681.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T15:16:04.307426
CASE-2258,TRANSACTION,TX-3D7C535E,CUST-1026,11682.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.307426
CASE-2259,TRANSACTION,TX-9C1B98D8,CUST-1156,1181.23,FAILED_PAYMENT,66,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.307426
CASE-2260,TRANSACTION,TX-3C168DB0,CUST-1051,11682.23,FAILED_PAYMENT,88,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.307426
CASE-2261,TRANSACTION,TX-D896E839,CUST-1165,11682.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:04.307426
CASE-2262,TRANSACTION,TX-9E9B3948,CUST-1046,7182.23,FAILED_PAYMENT,86,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:04.307426
CASE-2263,TRANSACTION,TX-DD82065E,CUST-1265,4681.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T04:16:04.307426
CASE-2264,TRANSACTION,TX-30F45833,CUST-1160,2181.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.307426
CASE-2265,TRANSACTION,TX-B5F779BC,CUST-1089,7182.23,FAILED_PAYMENT,46,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.307426
CASE-2266,TRANSACTION,TX-57BB9C82,CUST-1234,2181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T15:16:04.307426
CASE-2267,TRANSACTION,TX-CA883D7E,CUST-1189,2181.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.307426
CASE-2268,TRANSACTION,TX-1E372B08,CUST-1016,11682.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.307426
CASE-2269,TRANSACTION,TX-606CD232,CUST-1091,7182.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:04.307426
CASE-2270,TRANSACTION,TX-E24B00A5,CUST-1084,3681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.307426
CASE-2271,TRANSACTION,TX-7094079C,CUST-1015,1181.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.307426
CASE-2272,TRANSACTION,TX-8F42F1E4,CUST-1110,7182.23,FAILED_PAYMENT,94,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.307426
CASE-2273,TRANSACTION,TX-76F918EE,CUST-1138,11682.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T11:16:04.314887
CASE-2274,TRANSACTION,TX-A9A9C6A9,CUST-1243,11682.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T01:16:04.314887
CASE-2275,TRANSACTION,TX-FC91DA2E,CUST-1115,7182.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.315660
CASE-2276,TRANSACTION,TX-BCC63AAD,CUST-1141,11682.23,FAILED_PAYMENT,90,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.315660
CASE-2277,TRANSACTION,TX-05701961,CUST-1112,4681.23,FAILED_PAYMENT,61,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.316566
