id,case_id,event_type,actor_type,actor_id,reason,metadata_json,timestamp
AUD-da31bf8d,CASE-2248,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 70, ""policy"": ""HUMAN""}",2026-08-27T08:16:04.307426
AUD-217534bf,CASE-2249,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 55, ""policy"": ""HUMAN""}",2026-08-28T10:16:04.307426
AUD-cc030252,CASE-2250,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 50, ""policy"": ""HUMAN""}",2026-08-28T03:16:04.307426
AUD-1178ff58,CASE-2251,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 61, ""policy"": ""HUMAN""}",2026-08-27T12:16:04.307426
AUD-1d213233,CASE-2252,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 70, ""policy"": ""HUMAN""}",2026-08-27T03:16:04.307426
AUD-21731473,CASE-2253,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-27T10:16:04.307426
AUD-bee9c529,CASE-2254,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 54, ""policy"": ""HUMAN""}",2026-08-27T00:16:04.307426
AUD-5a7a90a8,CASE-2255,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 95, ""policy"": ""AUTO""}",2026-08-27T20:16:04.307426
AUD-037c4151,CASE-2256,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 86, ""policy"": ""AUTO""}",2026-08-27T19:16:04.307426
AUD-f0a4523a,CASE-2257,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 54, ""policy"": ""HUMAN""}",2026-08-27T15:16:04.307426
AUD-a3de81f1,CASE-2258,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 60, ""policy"": ""HUMAN""}",2026-08-27T13:16:04.307426
AUD-b060d0fd,CASE-2259,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 66, ""policy"": ""HUMAN""}",2026-08-27T05:16:04.307426
AUD-668e2f2c,CASE-2260,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 88, ""policy"": ""HUMAN""}",2026-08-27T17:16:04.307426
AUD-e128b0e4,CASE-2261,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-27T10:16:04.307426
AUD-17be0e00,CASE-2262,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 86, ""policy"": ""HUMAN""}",2026-08-27T23:16:04.307426
AUD-65eca304,CASE-2263,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 92, ""policy"": ""AUTO""}",2026-08-27T04:16:04.307426
AUD-bbfd357a,CASE-2264,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 49, ""policy"": ""HUMAN""}",2026-08-27T03:16:04.307426
AUD-4116b279,CASE-2265,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 46, ""policy"": ""HUMAN""}",2026-08-28T09:16:04.307426
AUD-d5334147,CASE-2266,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 47, ""policy"": ""HUMAN""}",2026-08-26T15:16:04.307426
AUD-b657fc1d,CASE-2267,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-27T11:16:04.307426
AUD-83b255a1,CASE-2268,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 52, ""policy"": ""HUMAN""}",2026-08-27T05:16:04.307426
AUD-d3d8d4fb,CASE-2269,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-27T01:16:04.307426
AUD-833e9072,CASE-2270,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 67, ""policy"": ""HUMAN""}",2026-08-26T16:16:04.307426
AUD-1d882f9d,CASE-2271,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 63, ""policy"": ""HUMAN""}",2026-08-28T02:16:04.307426
AUD-07fb5503,CASE-2272,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 94, ""policy"": ""HUMAN""}",2026-08-27T22:16:04.307426
AUD-d5f735fa,CASE-2273,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 58, ""policy"": ""HUMAN""}",2026-08-28T11:16:04.314887
AUD-0ca50028,CASE-2274,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-28T01:16:04.314887
AUD-7ffcae02,CASE-2275,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-27T17:16:04.315660
AUD-b858e4a6,CASE-2276,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 90, ""policy"": ""HUMAN""}",2026-08-27T14:16:04.315660
AUD-1b976d7e,CASE-2277,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 61, ""policy"": ""HUMAN""}",2026-08-26T17:16:04.316566
AUD-943fb2d7,CASE-2278,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 84, ""policy"": ""HUMAN""}",2026-08-27T04:16:04.316566
AUD-cb4a0f7f,CASE-2279,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 68, ""policy"": ""HUMAN""}",2026-08-26T17:16:04.316566
AUD-5d722fce,CASE-2280,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 75, ""policy"": ""HUMAN""}",2026-08-26T20:16:04.316566
AUD-00f6dd94,CASE-2281,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-28T03:16:04.316566
AUD-5cd14a26,CASE-2282,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 93, ""policy"": ""HUMAN""}",2026-08-27T11:16:04.316566
AUD-ee804d4a,CASE-2283,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 65, ""policy"": ""HUMAN""}",2026-08-27T05:16:04.318577
AUD-66c0c74a,CASE-2284,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 61, ""policy"": ""HUMAN""}",2026-08-26T13:16:04.318577
AUD-774399ae,CASE-2285,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 82, ""policy"": ""AUTO""}",2026-08-26T14:16:04.318577
AUD-fd72d795,CASE-2286,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 59, ""policy"": ""HUMAN""}",2026-08-27T14:16:04.318577
AUD-9a25f44c,CASE-2287,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 64, ""policy"": ""HUMAN""}",2026-08-28T06:16:04.318577
AUD-acfc0e94,CASE-2288,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 53, ""policy"": ""HUMAN""}",2026-08-27T15:16:04.318577
AUD-4cbd0ba6,CASE-2289,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 50, ""policy"": ""HUMAN""}",2026-08-26T13:16:04.318577
AUD-213269ba,CASE-2290,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 71, ""policy"": ""HUMAN""}",2026-08-26T23:16:04.318577
AUD-502ee123,CASE-2291,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 74, ""policy"": ""HUMAN""}",2026-08-26T20:16:04.320609
AUD-5d482a85,CASE-2292,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 82, ""policy"": ""HUMAN""}",2026-08-27T04:16:04.320609
AUD-7768c63c,CASE-2293,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 88, ""policy"": ""AUTO""}",2026-08-28T03:16:04.320609
AUD-cd459715,CASE-2294,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 57, ""policy"": ""HUMAN""}",2026-08-27T07:16:04.320609
AUD-9d979b15,CASE-2295,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 65, ""policy"": ""HUMAN""}",2026-08-27T15:16:04.320609
AUD-d4666ad2,CASE-2296,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 56, ""policy"": ""HUMAN""}",2026-08-27T08:16:04.320609
AUD-0e1a4664,CASE-2297,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 58, ""policy"": ""HUMAN""}",2026-08-28T07:16:04.320609
AUD-5e6aef28,CASE-2298,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 84, ""policy"": ""AUTO""}",2026-08-27T06:16:04.320609
AUD-16bceb6c,CASE-2299,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-27T13:16:04.320609
AUD-92b05970,CASE-2300,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 65, ""policy"": ""HUMAN""}",2026-08-26T17:16:04.320609
AUD-3fa1f347,CASE-2301,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-28T04:16:04.320609
AUD-6b7d713d,CASE-2302,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-28T08:16:04.320609
AUD-3fc0c43d,CASE-2303,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 64, ""policy"": ""HUMAN""}",2026-08-27T03:16:04.320609
AUD-a14f738d,CASE-2304,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 78, ""policy"": ""HUMAN""}",2026-08-28T04:16:04.320609
AUD-bbadc92b,CASE-2305,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 76, ""policy"": ""HUMAN""}",2026-08-27T11:16:04.325264
AUD-86ad73ed,CASE-2306,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 59, ""policy"": ""HUMAN""}",2026-08-26T14:16:04.325264
AUD-bec0df23,CASE-2307,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 82, ""policy"": ""AUTO""}",2026-08-26T19:16:04.325264
AUD-796ae37f,CASE-2308,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-28T09:16:04.325264
AUD-354a5bd1,CASE-2309,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 51, ""policy"": ""HUMAN""}",2026-08-28T05:16:04.325264
AUD-41f28712,CASE-2310,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-27T20:16:04.325264
AUD-4ce23bed,CASE-2311,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-26T18:16:04.325264
AUD-62f3a63b,CASE-2312,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 87, ""policy"": ""AUTO""}",2026-08-27T04:16:04.325264
AUD-366ec0e6,CASE-2313,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 84, ""policy"": ""HUMAN""}",2026-08-28T06:16:04.325264
AUD-2acd5418,CASE-2314,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 57, ""policy"": ""HUMAN""}",2026-08-28T00:16:04.325264
AUD-e715230d,CASE-2315,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T05:16:04.325264
AUD-4b81ce6c,CASE-2316,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-28T12:16:04.325264
AUD-b3838bf9,CASE-2317,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 50, ""policy"": ""HUMAN""}",2026-08-28T07:16:04.325264
AUD-77c1d01c,CASE-2318,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 49, ""policy"": ""HUMAN""}",2026-08-27T22:16:04.325264
AUD-4536ee9a,CASE-2319,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 63, ""policy"": ""HUMAN""}",2026-08-28T06:16:04.325264
AUD-c0ef1156,CASE-2320,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 47, ""policy"": ""HUMAN""}",2026-08-27T16:16:04.325264
AUD-d7349667,CASE-2321,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 92, ""policy"": ""AUTO""}",2026-08-26T18:16:04.325264
AUD-2115fa38,CASE-2322,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 55, ""policy"": ""HUMAN""}",2026-08-26T21:16:04.325264
AUD-6b6b0526,CASE-2323,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 91, ""policy"": ""AUTO""}",2026-08-27T11:16:04.325264
AUD-5ec70617,CASE-2324,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 74, ""policy"": ""HUMAN""}",2026-08-27T06:16:04.325264
AUD-817c9aa7,CASE-2325,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 86, ""policy"": ""AUTO""}",2026-08-26T16:16:04.325264
AUD-ab1fd926,CASE-2326,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 48, ""policy"": ""HUMAN""}",2026-08-26T23:16:04.325264
AUD-865419e3,CASE-2327,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 81, ""policy"": ""AUTO""}",2026-08-26T21:16:04.325264
AUD-d128f057,CASE-2328,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 88, ""policy"": ""AUTO""}",2026-08-28T05:16:04.325264
AUD-251f0b61,CASE-2329,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-26T19:16:04.330375
AUD-e9e46db6,CASE-2330,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-27T15:16:04.330375
AUD-92ebbafb,CASE-2331,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 78, ""policy"": ""HUMAN""}",2026-08-26T14:16:04.330375
AUD-d787a5b3,CASE-2332,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 75, ""policy"": ""HUMAN""}",2026-08-27T01:16:04.330375
AUD-604955a5,CASE-2333,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 48, ""policy"": ""HUMAN""}",2026-08-27T06:16:04.330375
AUD-6e11620c,CASE-2334,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 55, ""policy"": ""HUMAN""}",2026-08-27T21:16:04.330375
AUD-29d68ebc,CASE-2335,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-26T19:16:04.330375
AUD-b9c73476,CASE-2336,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 70, ""policy"": ""HUMAN""}",2026-08-27T08:16:04.330375
AUD-35d89222,CASE-2337,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-27T16:16:04.330375
AUD-fd7b8aba,CASE-2338,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 76, ""policy"": ""HUMAN""}",2026-08-27T10:16:04.330375
AUD-bab6d8d7,CASE-2339,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 80, ""policy"": ""AUTO""}",2026-08-27T01:16:04.330375
AUD-2b5c3266,CASE-2340,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 86, ""policy"": ""AUTO""}",2026-08-27T22:16:04.330375
AUD-b2e9a5bc,CASE-2341,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 66, ""policy"": ""HUMAN""}",2026-08-26T18:16:04.330375
AUD-0a1558be,CASE-2342,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T15:16:04.330375
AUD-87e1e32c,CASE-2343,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-28T06:16:04.330375
AUD-d1b95aed,CASE-2344,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 55, ""policy"": ""HUMAN""}",2026-08-26T13:16:04.330375
AUD-63e19d03,CASE-2345,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 71, ""policy"": ""HUMAN""}",2026-08-28T00:16:04.330375
AUD-a2c97974,CASE-2346,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 52, ""policy"": ""HUMAN""}",2026-08-28T00:16:04.330375
AUD-8305f6fa,CASE-2347,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 66, ""policy"": ""HUMAN""}",2026-08-26T20:16:04.330375
AUD-7e1a788e,CASE-2348,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 82, ""policy"": ""HUMAN""}",2026-08-26T18:16:04.330375
AUD-f4dff4d2,CASE-2349,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 77, ""policy"": ""HUMAN""}",2026-08-27T03:16:04.335165
AUD-dcfa8eff,CASE-2350,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 48, ""policy"": ""HUMAN""}",2026-08-27T06:16:04.335165
AUD-35d8e3b4,CASE-2351,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 94, ""policy"": ""HUMAN""}",2026-08-28T04:16:04.335165
AUD-5e2a60c9,CASE-2352,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-26T22:16:04.335165
AUD-e9fced90,CASE-2353,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 93, ""policy"": ""HUMAN""}",2026-08-27T15:16:04.335165
AUD-dc5d7e49,CASE-2354,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-26T22:16:04.335165
AUD-798f9c64,CASE-2355,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 92, ""policy"": ""HUMAN""}",2026-08-27T01:16:04.335165
AUD-cd5c1c86,CASE-2356,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T23:16:04.336631
AUD-6e671576,CASE-2357,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 90, ""policy"": ""HUMAN""}",2026-08-28T04:16:04.336631
