id,case_id,diagnosis,recovery_score,recommended_action,delay_minutes,expected_recovery_value,reason,created_at
REC-e6557e38,CASE-2142,INSUFFICIENT_FUNDS,69,RETRY,30,1485.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.015101
REC-f1256176,CASE-2143,INSUFFICIENT_FUNDS,64,RETRY,30,2335.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.015101
REC-f357ad72,CASE-2144,INSUFFICIENT_FUNDS,54,RETRY,30,6288.4,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.015101
REC-b119e611,CASE-2145,TEMPORARY_FAILURE,73,RETRY,30,1572.3,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.016420
REC-25f545c1,CASE-2146,TEMPORARY_FAILURE,71,RETRY,30,1528.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.016420
REC-73431c06,CASE-2147,TEMPORARY_FAILURE,93,RETRY,30,2008.54,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.016420
REC-7b096114,CASE-2148,INSUFFICIENT_FUNDS,60,RETRY,30,1288.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:04.016420
REC-d471e922,CASE-2149,TEMPORARY_FAILURE,83,RETRY,30,5941.25,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.016420
REC-aeafdb98,CASE-2150,TEMPORARY_FAILURE,78,RETRY,30,1681.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.016420
REC-ad83aa41,CASE-2151,TEMPORARY_FAILURE,86,RETRY,30,3145.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T05:16:04.016420
REC-a78133ae,CASE-2152,TEMPORARY_FAILURE,76,RETRY,30,1637.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.016420
REC-6959b85f,CASE-2153,INSUFFICIENT_FUNDS,69,RETRY,30,1485.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.016420
REC-b8fe609f,CASE-2154,INSUFFICIENT_FUNDS,56,RETRY,30,6522.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.016420
REC-7d69e45e,CASE-2155,INSUFFICIENT_FUNDS,45,RETRY,30,511.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.016420
REC-c03c898e,CASE-2156,TEMPORARY_FAILURE,77,RETRY,30,3584.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.016420
REC-85ca5b98,CASE-2157,INSUFFICIENT_FUNDS,50,RETRY,30,2320.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.016420
REC-06e0b6d3,CASE-2158,INSUFFICIENT_FUNDS,50,RETRY,30,1820.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.016420
REC-6cc3ad30,CASE-2159,INSUFFICIENT_FUNDS,70,RETRY,30,2556.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.016420
REC-4f29732d,CASE-2160,INSUFFICIENT_FUNDS,60,RETRY,30,6989.34,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.016420
REC-ce76fb13,CASE-2161,TEMPORARY_FAILURE,74,RETRY,30,854.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.016420
REC-3c997289,CASE-2162,TEMPORARY_FAILURE,92,RETRY,30,10727.65,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T15:16:04.018430
REC-6ed315c4,CASE-2163,TEMPORARY_FAILURE,89,RETRY,30,1921.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.018430
REC-ebd5df01,CASE-2164,INSUFFICIENT_FUNDS,61,RETRY,30,7106.16,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.018430
REC-c877b52f,CASE-2165,TEMPORARY_FAILURE,91,RETRY,30,3329.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:04.018430
REC-9716a2b5,CASE-2166,INSUFFICIENT_FUNDS,49,RETRY,30,3499.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T07:16:04.018430
REC-3a7404ce,CASE-2167,INSUFFICIENT_FUNDS,68,RETRY,30,4863.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.018430
REC-2cf7015d,CASE-2168,INSUFFICIENT_FUNDS,55,RETRY,30,2004.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.018430
REC-e71a29ec,CASE-2169,INSUFFICIENT_FUNDS,52,RETRY,30,6054.76,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T12:16:04.019894
REC-00a502c6,CASE-2170,INSUFFICIENT_FUNDS,47,RETRY,30,1005.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.019894
REC-b8136c50,CASE-2171,INSUFFICIENT_FUNDS,47,RETRY,30,1005.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.019894
REC-a5cbbbff,CASE-2172,TEMPORARY_FAILURE,71,RETRY,30,1528.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.019894
REC-6e6928af,CASE-2173,INSUFFICIENT_FUNDS,52,RETRY,30,1894.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.019894
REC-f76640d5,CASE-2174,INSUFFICIENT_FUNDS,47,RETRY,30,3355.65,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.019894
REC-b801699e,CASE-2175,INSUFFICIENT_FUNDS,65,RETRY,30,2372.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.019894
REC-fa2294af,CASE-2176,INSUFFICIENT_FUNDS,63,RETRY,30,1354.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:04.019894
REC-3ffbefcf,CASE-2177,TEMPORARY_FAILURE,74,RETRY,30,1594.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:04.019894
REC-2e3ff3b3,CASE-2178,TEMPORARY_FAILURE,93,RETRY,30,6659.47,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.019894
REC-c2143bd2,CASE-2179,INSUFFICIENT_FUNDS,59,RETRY,30,676.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.019894
REC-9d66c05f,CASE-2180,INSUFFICIENT_FUNDS,66,RETRY,30,759.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:04.019894
REC-30abf388,CASE-2181,INSUFFICIENT_FUNDS,51,RETRY,30,1857.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.019894
REC-3fdf15e2,CASE-2182,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.019894
REC-9322b4bc,CASE-2183,TEMPORARY_FAILURE,71,RETRY,30,5079.38,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.019894
REC-95cd8bd6,CASE-2184,INSUFFICIENT_FUNDS,51,RETRY,30,3642.94,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.019894
REC-baafc896,CASE-2185,TEMPORARY_FAILURE,82,RETRY,30,948.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.019894
REC-daf02ff2,CASE-2186,INSUFFICIENT_FUNDS,65,RETRY,30,2372.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.019894
REC-89457764,CASE-2187,INSUFFICIENT_FUNDS,59,RETRY,30,2151.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.019894
REC-f11c5bd9,CASE-2188,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T07:16:04.036549
REC-72e79b59,CASE-2189,TEMPORARY_FAILURE,71,RETRY,30,2593.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.036549
REC-8116cc57,CASE-2190,TEMPORARY_FAILURE,74,RETRY,30,2704.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.036549
REC-b5118fa7,CASE-2191,INSUFFICIENT_FUNDS,64,RETRY,30,7456.63,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.036549
REC-da75ffa1,CASE-2192,TEMPORARY_FAILURE,90,RETRY,30,1043.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.036549
REC-2cb23a11,CASE-2193,INSUFFICIENT_FUNDS,64,RETRY,30,7456.63,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.036549
REC-caf79d8c,CASE-2194,TEMPORARY_FAILURE,80,RETRY,30,3724.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.036549
REC-553d38c4,CASE-2195,INSUFFICIENT_FUNDS,52,RETRY,30,1114.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T04:16:04.036549
REC-9134d352,CASE-2196,INSUFFICIENT_FUNDS,70,RETRY,30,1506.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.036549
REC-991b77de,CASE-2197,INSUFFICIENT_FUNDS,49,RETRY,30,1783.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.036549
REC-4021db1f,CASE-2198,INSUFFICIENT_FUNDS,53,RETRY,30,2461.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.036549
REC-bb1a5da1,CASE-2199,INSUFFICIENT_FUNDS,48,RETRY,30,2226.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.036549
REC-3f782a47,CASE-2200,INSUFFICIENT_FUNDS,46,RETRY,30,2133.37,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.036549
REC-7e0574ae,CASE-2201,INSUFFICIENT_FUNDS,56,RETRY,30,1201.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.036549
REC-0efdbc69,CASE-2202,TEMPORARY_FAILURE,84,RETRY,30,972.23,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.036549
REC-1d5f8d6f,CASE-2203,TEMPORARY_FAILURE,75,RETRY,30,5366.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.036549
REC-e3efe91a,CASE-2204,TEMPORARY_FAILURE,71,RETRY,30,1528.67,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.045029
REC-078584df,CASE-2205,INSUFFICIENT_FUNDS,69,RETRY,30,795.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.045029
REC-0b16ff69,CASE-2206,TEMPORARY_FAILURE,81,RETRY,30,2961.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.045029
REC-b910db15,CASE-2207,TEMPORARY_FAILURE,83,RETRY,30,3035.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.045029
REC-0f969e87,CASE-2208,TEMPORARY_FAILURE,94,RETRY,30,3440.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T21:16:04.045029
REC-02f1b98b,CASE-2209,INSUFFICIENT_FUNDS,60,RETRY,30,6989.34,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.045029
REC-bc21786f,CASE-2210,INSUFFICIENT_FUNDS,67,RETRY,30,3116.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:04.045029
REC-d63136eb,CASE-2211,TEMPORARY_FAILURE,92,RETRY,30,3366.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.045029
REC-006c36fb,CASE-2212,TEMPORARY_FAILURE,81,RETRY,30,1746.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.045029
REC-0c6c1da4,CASE-2213,INSUFFICIENT_FUNDS,50,RETRY,30,570.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.045029
REC-9d8c751b,CASE-2214,TEMPORARY_FAILURE,78,RETRY,30,901.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:04.045029
REC-224435e3,CASE-2215,INSUFFICIENT_FUNDS,53,RETRY,30,1136.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.045029
REC-c5c2c97d,CASE-2216,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.045029
REC-cef049a3,CASE-2217,INSUFFICIENT_FUNDS,68,RETRY,30,783.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.045029
REC-fd730048,CASE-2218,INSUFFICIENT_FUNDS,53,RETRY,30,1931.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.045029
REC-761d4846,CASE-2219,INSUFFICIENT_FUNDS,65,RETRY,30,7573.45,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.045029
REC-489e5729,CASE-2220,INSUFFICIENT_FUNDS,56,RETRY,30,4002.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.045029
REC-d90fa0d7,CASE-2221,INSUFFICIENT_FUNDS,53,RETRY,30,1931.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.045029
REC-8e1b3e6f,CASE-2222,TEMPORARY_FAILURE,94,RETRY,30,4380.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.045029
REC-161aec78,CASE-2223,INSUFFICIENT_FUNDS,59,RETRY,30,4217.52,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.045029
REC-ca1c6995,CASE-2224,TEMPORARY_FAILURE,92,RETRY,30,3366.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:04.045029
REC-75211ada,CASE-2225,TEMPORARY_FAILURE,90,RETRY,30,1043.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.045029
REC-51a8be31,CASE-2226,INSUFFICIENT_FUNDS,60,RETRY,30,1288.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.045029
REC-5cbfcb64,CASE-2227,INSUFFICIENT_FUNDS,45,RETRY,30,5237.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:04.045029
REC-4f1b18b1,CASE-2228,INSUFFICIENT_FUNDS,55,RETRY,30,2554.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.045029
REC-484bd367,CASE-2229,INSUFFICIENT_FUNDS,69,RETRY,30,4935.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.045029
REC-4555b5f5,CASE-2230,INSUFFICIENT_FUNDS,59,RETRY,30,6872.52,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.045029
REC-7c967d16,CASE-2231,INSUFFICIENT_FUNDS,46,RETRY,30,1673.37,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.045029
REC-0b11e0af,CASE-2232,INSUFFICIENT_FUNDS,55,RETRY,30,2004.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.045029
REC-bda027f2,CASE-2233,INSUFFICIENT_FUNDS,50,RETRY,30,3571.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.045029
REC-038211bd,CASE-2234,TEMPORARY_FAILURE,86,RETRY,30,4005.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.045029
REC-f1695690,CASE-2235,INSUFFICIENT_FUNDS,58,RETRY,30,2115.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:04.045029
REC-df27d92f,CASE-2236,TEMPORARY_FAILURE,91,RETRY,30,10610.83,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.045029
REC-adb1d451,CASE-2237,INSUFFICIENT_FUNDS,60,RETRY,30,2188.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.045029
REC-24b7ae6d,CASE-2238,TEMPORARY_FAILURE,76,RETRY,30,5438.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T12:16:04.045029
REC-d6df662d,CASE-2239,INSUFFICIENT_FUNDS,50,RETRY,30,2320.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.045029
REC-8a43bf17,CASE-2240,INSUFFICIENT_FUNDS,58,RETRY,30,665.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T06:16:04.045029
REC-8b3c985e,CASE-2241,INSUFFICIENT_FUNDS,64,RETRY,30,735.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.045029
REC-8d9fb493,CASE-2242,INSUFFICIENT_FUNDS,50,RETRY,30,1820.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.045029
REC-ba881d36,CASE-2243,INSUFFICIENT_FUNDS,68,RETRY,30,3163.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.045029
REC-e6fc4145,CASE-2244,TEMPORARY_FAILURE,74,RETRY,30,3444.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.045029
REC-da6a8ffa,CASE-2245,INSUFFICIENT_FUNDS,54,RETRY,30,617.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.045029
REC-1ce5ea09,CASE-2246,TEMPORARY_FAILURE,71,RETRY,30,5079.38,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.045029
REC-98cf2d84,CASE-2247,TEMPORARY_FAILURE,79,RETRY,30,3678.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.045029
REC-92f50d89,CASE-2248,INSUFFICIENT_FUNDS,70,RETRY,30,806.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.045029
REC-e07abda1,CASE-2249,INSUFFICIENT_FUNDS,55,RETRY,30,1179.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.045029
REC-a560c836,CASE-2250,INSUFFICIENT_FUNDS,50,RETRY,30,2320.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.045029
REC-685acddc,CASE-2251,INSUFFICIENT_FUNDS,61,RETRY,30,4361.16,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.045029
REC-530d1f00,CASE-2252,INSUFFICIENT_FUNDS,70,RETRY,30,5007.56,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.050380
REC-603df9ed,CASE-2253,INSUFFICIENT_FUNDS,45,RETRY,30,2086.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.050380
REC-9b85421d,CASE-2254,INSUFFICIENT_FUNDS,54,RETRY,30,1157.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.050380
REC-0711e559,CASE-2255,TEMPORARY_FAILURE,95,RETRY,30,1102.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.050380
REC-41d86d95,CASE-2256,TEMPORARY_FAILURE,86,RETRY,30,4005.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:04.050380
REC-879f0e57,CASE-2257,INSUFFICIENT_FUNDS,54,RETRY,30,2507.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T15:16:04.050380
REC-c5e2b636,CASE-2258,INSUFFICIENT_FUNDS,60,RETRY,30,6989.34,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.050380
REC-8d5a0fed,CASE-2259,INSUFFICIENT_FUNDS,66,RETRY,30,759.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.050380
REC-455f160d,CASE-2260,TEMPORARY_FAILURE,88,RETRY,30,10260.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.050380
REC-776aa0eb,CASE-2261,TEMPORARY_FAILURE,73,RETRY,30,8508.03,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:04.050380
REC-03696ee2,CASE-2262,TEMPORARY_FAILURE,86,RETRY,30,6156.72,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:04.050380
REC-4ba091a2,CASE-2263,TEMPORARY_FAILURE,92,RETRY,30,4286.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T04:16:04.050380
REC-8d0f10e8,CASE-2264,INSUFFICIENT_FUNDS,49,RETRY,30,1048.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.050380
REC-5ce2dafa,CASE-2265,INSUFFICIENT_FUNDS,46,RETRY,30,3283.83,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.050380
REC-1d09e411,CASE-2266,INSUFFICIENT_FUNDS,47,RETRY,30,1005.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T15:16:04.050380
REC-b7b8b657,CASE-2267,INSUFFICIENT_FUNDS,62,RETRY,30,1332.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.050380
REC-38701256,CASE-2268,INSUFFICIENT_FUNDS,52,RETRY,30,6054.76,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.050380
REC-c57b2f02,CASE-2269,TEMPORARY_FAILURE,73,RETRY,30,5223.03,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:04.050380
REC-6ac120e7,CASE-2270,INSUFFICIENT_FUNDS,67,RETRY,30,2446.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.050380
REC-8a15b965,CASE-2271,INSUFFICIENT_FUNDS,63,RETRY,30,724.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.050380
REC-829ca527,CASE-2272,TEMPORARY_FAILURE,94,RETRY,30,6731.3,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.052420
REC-d0f486ff,CASE-2273,INSUFFICIENT_FUNDS,58,RETRY,30,6755.69,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.052420
REC-50c9327f,CASE-2274,INSUFFICIENT_FUNDS,45,RETRY,30,5237.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T01:16:04.052420
REC-0aee7f50,CASE-2275,INSUFFICIENT_FUNDS,45,RETRY,30,3212.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.052420
REC-24ff5e31,CASE-2276,TEMPORARY_FAILURE,90,RETRY,30,10494.01,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.052420
REC-0e068d61,CASE-2277,INSUFFICIENT_FUNDS,61,RETRY,30,2835.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.053260
REC-d8652973,CASE-2278,TEMPORARY_FAILURE,84,RETRY,30,6013.07,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T04:16:04.053260
REC-041e734d,CASE-2279,INSUFFICIENT_FUNDS,68,RETRY,30,7923.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.053260
REC-27adeedc,CASE-2280,TEMPORARY_FAILURE,75,RETRY,30,865.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:04.053260
REC-507764ca,CASE-2281,INSUFFICIENT_FUNDS,62,RETRY,30,2262.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:04.053260
REC-3900e989,CASE-2282,TEMPORARY_FAILURE,93,RETRY,30,6659.47,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.053260
REC-5f697bf8,CASE-2283,INSUFFICIENT_FUNDS,65,RETRY,30,7573.45,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.053260
REC-a3ae21b3,CASE-2284,INSUFFICIENT_FUNDS,61,RETRY,30,2225.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.053260
