id,source_type,source_id,customer_id,amount_at_risk,problem_type,recovery_score,risk_level,recommended_action,policy_decision,status,retry_count,max_retries,created_at
CASE-2139,TRANSACTION,TX-7520DD85,CUST-1001,11682.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.015101
CASE-2140,TRANSACTION,TX-92A6D472,CUST-1228,2181.23,FAILED_PAYMENT,82,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T16:16:04.015101
CASE-2141,TRANSACTION,TX-59F97DD2,CUST-1217,3681.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.015101
CASE-2142,TRANSACTION,TX-5B06BFD6,CUST-1046,2181.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.015101
CASE-2143,TRANSACTION,TX-31B1F130,CUST-1071,3681.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.015101
CASE-2144,TRANSACTION,TX-06219A56,CUST-1036,11682.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.015101
CASE-2145,TRANSACTION,TX-80503779,CUST-1180,2181.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.016420
CASE-2146,TRANSACTION,TX-F56CA920,CUST-1227,2181.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.016420
CASE-2147,TRANSACTION,TX-242F02C0,CUST-1197,2181.23,FAILED_PAYMENT,93,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T16:16:04.016420
CASE-2148,TRANSACTION,TX-ED6FBC58,CUST-1142,2181.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:04.016420
CASE-2149,TRANSACTION,TX-AC72EA0D,CUST-1146,7182.23,FAILED_PAYMENT,83,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.016420
CASE-2150,TRANSACTION,TX-AE6D7579,CUST-1261,2181.23,FAILED_PAYMENT,78,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.016420
CASE-2151,TRANSACTION,TX-3CC9A0F6,CUST-1123,3681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T05:16:04.016420
CASE-2152,TRANSACTION,TX-45D54FD6,CUST-1037,2181.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.016420
CASE-2153,TRANSACTION,TX-05F9409F,CUST-1292,2181.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:04.016420
CASE-2154,TRANSACTION,TX-CCB3A275,CUST-1242,11682.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.016420
CASE-2155,TRANSACTION,TX-A0CA76E1,CUST-1135,1181.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.016420
CASE-2156,TRANSACTION,TX-7E831458,CUST-1147,4681.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.016420
CASE-2157,TRANSACTION,TX-EF57947A,CUST-1275,4681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.016420
CASE-2158,TRANSACTION,TX-0D547BF7,CUST-1262,3681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:04.016420
CASE-2159,TRANSACTION,TX-9C16B0CB,CUST-1034,3681.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.016420
CASE-2160,TRANSACTION,TX-7FFA1B5D,CUST-1030,11682.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.016420
CASE-2161,TRANSACTION,TX-1900311B,CUST-1029,1181.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.016420
CASE-2162,TRANSACTION,TX-377E762E,CUST-1090,11682.23,FAILED_PAYMENT,92,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T15:16:04.018430
CASE-2163,TRANSACTION,TX-524D0D98,CUST-1255,2181.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T03:16:04.018430
CASE-2164,TRANSACTION,TX-FC7DE8C0,CUST-1086,11682.23,FAILED_PAYMENT,61,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.018430
CASE-2165,TRANSACTION,TX-E233A025,CUST-1016,3681.23,FAILED_PAYMENT,91,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T19:16:04.018430
CASE-2166,TRANSACTION,TX-9862DB7E,CUST-1135,7182.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T07:16:04.018430
CASE-2167,TRANSACTION,TX-C5648992,CUST-1029,7182.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.018430
CASE-2168,TRANSACTION,TX-54FCE702,CUST-1131,3681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.018430
CASE-2169,TRANSACTION,TX-B30959A0,CUST-1117,11682.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:04.019894
CASE-2170,TRANSACTION,TX-41DE2073,CUST-1242,2181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.019894
CASE-2171,TRANSACTION,TX-65313F57,CUST-1284,2181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.019894
CASE-2172,TRANSACTION,TX-5D0D067A,CUST-1164,2181.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.019894
CASE-2173,TRANSACTION,TX-5B916282,CUST-1258,3681.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.019894
CASE-2174,TRANSACTION,TX-EF27E23C,CUST-1206,7182.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T18:16:04.019894
CASE-2175,TRANSACTION,TX-9F9896AD,CUST-1045,3681.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.019894
CASE-2176,TRANSACTION,TX-C9BFD1D9,CUST-1289,2181.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:04.019894
CASE-2177,TRANSACTION,TX-D8703A2F,CUST-1189,2181.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:04.019894
CASE-2178,TRANSACTION,TX-516A1772,CUST-1126,7182.23,FAILED_PAYMENT,93,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:04.019894
CASE-2179,TRANSACTION,TX-CA9B2884,CUST-1278,1181.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.019894
CASE-2180,TRANSACTION,TX-B148B1E8,CUST-1001,1181.23,FAILED_PAYMENT,66,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:04.019894
CASE-2181,TRANSACTION,TX-8B3A76CD,CUST-1106,3681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.019894
CASE-2182,TRANSACTION,TX-13476484,CUST-1144,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.019894
CASE-2183,TRANSACTION,TX-668CE957,CUST-1191,7182.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.019894
CASE-2184,TRANSACTION,TX-E39A742B,CUST-1259,7182.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.019894
CASE-2185,TRANSACTION,TX-13BF77B6,CUST-1223,1181.23,FAILED_PAYMENT,82,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T18:16:04.019894
CASE-2186,TRANSACTION,TX-30F7144E,CUST-1202,3681.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.019894
CASE-2187,TRANSACTION,TX-A4DD725C,CUST-1039,3681.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.019894
CASE-2188,TRANSACTION,TX-3E861561,CUST-1055,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T07:16:04.036549
CASE-2189,TRANSACTION,TX-D570D087,CUST-1062,3681.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.036549
CASE-2190,TRANSACTION,TX-7E547BDD,CUST-1136,3681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.036549
CASE-2191,TRANSACTION,TX-FB4AA47D,CUST-1021,11682.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.036549
CASE-2192,TRANSACTION,TX-527A7ECD,CUST-1183,1181.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T09:16:04.036549
CASE-2193,TRANSACTION,TX-8AA46B26,CUST-1134,11682.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.036549
CASE-2194,TRANSACTION,TX-473F0A84,CUST-1128,4681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T06:16:04.036549
CASE-2195,TRANSACTION,TX-D5FCF1B2,CUST-1007,2181.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T04:16:04.036549
CASE-2196,TRANSACTION,TX-27A3B9B8,CUST-1191,2181.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.036549
CASE-2197,TRANSACTION,TX-D2A474CE,CUST-1012,3681.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.036549
CASE-2198,TRANSACTION,TX-B8A6A3F1,CUST-1048,4681.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T10:16:04.036549
CASE-2199,TRANSACTION,TX-BA87EA2A,CUST-1087,4681.23,FAILED_PAYMENT,48,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.036549
CASE-2200,TRANSACTION,TX-44D0D4FA,CUST-1196,4681.23,FAILED_PAYMENT,46,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.036549
CASE-2201,TRANSACTION,TX-9590C822,CUST-1141,2181.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.036549
CASE-2202,TRANSACTION,TX-48215712,CUST-1126,1181.23,FAILED_PAYMENT,84,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T10:16:04.036549
CASE-2203,TRANSACTION,TX-2F80E1A0,CUST-1032,7182.23,FAILED_PAYMENT,75,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.036549
CASE-2204,TRANSACTION,TX-C1E8CE6F,CUST-1103,2181.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:04.045029
CASE-2205,TRANSACTION,TX-607BCBF7,CUST-1184,1181.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.045029
CASE-2206,TRANSACTION,TX-D2774052,CUST-1199,3681.23,FAILED_PAYMENT,81,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T11:16:04.045029
CASE-2207,TRANSACTION,TX-290032DC,CUST-1144,3681.23,FAILED_PAYMENT,83,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T03:16:04.045029
CASE-2208,TRANSACTION,TX-9E341C54,CUST-1120,3681.23,FAILED_PAYMENT,94,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T21:16:04.045029
CASE-2209,TRANSACTION,TX-249E7B8F,CUST-1137,11682.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.045029
CASE-2210,TRANSACTION,TX-B24C2AF9,CUST-1089,4681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:04.045029
CASE-2211,TRANSACTION,TX-381AE720,CUST-1015,3681.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T00:16:04.045029
CASE-2212,TRANSACTION,TX-FEB98DB4,CUST-1253,2181.23,FAILED_PAYMENT,81,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T05:16:04.045029
CASE-2213,TRANSACTION,TX-18381213,CUST-1029,1181.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.045029
CASE-2214,TRANSACTION,TX-1E8F7AD4,CUST-1245,1181.23,FAILED_PAYMENT,78,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:04.045029
CASE-2215,TRANSACTION,TX-FD3BE20A,CUST-1175,2181.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.045029
CASE-2216,TRANSACTION,TX-C8703357,CUST-1073,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.045029
CASE-2217,TRANSACTION,TX-75FAE190,CUST-1203,1181.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.045029
CASE-2218,TRANSACTION,TX-A2E7FB5D,CUST-1081,3681.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.045029
CASE-2219,TRANSACTION,TX-871E07BD,CUST-1090,11682.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.045029
CASE-2220,TRANSACTION,TX-51099577,CUST-1194,7182.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.045029
CASE-2221,TRANSACTION,TX-96BDC7FD,CUST-1091,3681.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.045029
CASE-2222,TRANSACTION,TX-E1BB889B,CUST-1017,4681.23,FAILED_PAYMENT,94,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T16:16:04.045029
CASE-2223,TRANSACTION,TX-28524801,CUST-1290,7182.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.045029
CASE-2224,TRANSACTION,TX-DE60671B,CUST-1178,3681.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T20:16:04.045029
CASE-2225,TRANSACTION,TX-0EE0B6FF,CUST-1172,1181.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T20:16:04.045029
CASE-2226,TRANSACTION,TX-0FB8ABC6,CUST-1035,2181.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.045029
CASE-2227,TRANSACTION,TX-4666422B,CUST-1025,11682.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:04.045029
CASE-2228,TRANSACTION,TX-1FABDB35,CUST-1212,4681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.045029
CASE-2229,TRANSACTION,TX-68EC69C1,CUST-1052,7182.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.045029
CASE-2230,TRANSACTION,TX-E0543B0F,CUST-1084,11682.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T10:16:04.045029
CASE-2231,TRANSACTION,TX-E2775484,CUST-1164,3681.23,FAILED_PAYMENT,46,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.045029
CASE-2232,TRANSACTION,TX-D4D333F2,CUST-1193,3681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.045029
CASE-2233,TRANSACTION,TX-397D8A4E,CUST-1174,7182.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T11:16:04.045029
CASE-2234,TRANSACTION,TX-C3093140,CUST-1223,4681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T06:16:04.045029
CASE-2235,TRANSACTION,TX-AA98A2E2,CUST-1098,3681.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:04.045029
CASE-2236,TRANSACTION,TX-437A3133,CUST-1277,11682.23,FAILED_PAYMENT,91,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T18:16:04.045029
CASE-2237,TRANSACTION,TX-9002D22C,CUST-1050,3681.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.045029
CASE-2238,TRANSACTION,TX-E81881A8,CUST-1079,7182.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:04.045029
CASE-2239,TRANSACTION,TX-AF5E86F5,CUST-1151,4681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.045029
CASE-2240,TRANSACTION,TX-92B4D124,CUST-1088,1181.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T06:16:04.045029
CASE-2241,TRANSACTION,TX-D34DAF31,CUST-1204,1181.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.045029
CASE-2242,TRANSACTION,TX-E3E1AEDA,CUST-1279,3681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.045029
CASE-2243,TRANSACTION,TX-831BFEDF,CUST-1096,4681.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T20:16:04.045029
CASE-2244,TRANSACTION,TX-35537075,CUST-1135,4681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.045029
CASE-2245,TRANSACTION,TX-9B05FFFC,CUST-1050,1181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.045029
CASE-2246,TRANSACTION,TX-94CACB3F,CUST-1117,7182.23,FAILED_PAYMENT,71,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.045029
CASE-2247,TRANSACTION,TX-98580BCB,CUST-1244,4681.23,FAILED_PAYMENT,79,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.045029
CASE-2248,TRANSACTION,TX-D11D78F9,CUST-1018,1181.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.045029
CASE-2249,TRANSACTION,TX-D19C0637,CUST-1109,2181.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T10:16:04.045029
CASE-2250,TRANSACTION,TX-EF9E8015,CUST-1223,4681.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:04.045029
CASE-2251,TRANSACTION,TX-3C1DE46D,CUST-1164,7182.23,FAILED_PAYMENT,61,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.045029
CASE-2252,TRANSACTION,TX-7C99737A,CUST-1283,7182.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.050380
CASE-2253,TRANSACTION,TX-F5571814,CUST-1268,4681.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:04.050380
CASE-2254,TRANSACTION,TX-72FC7AA6,CUST-1291,2181.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T00:16:04.050380
CASE-2255,TRANSACTION,TX-AC19C337,CUST-1275,1181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T20:16:04.050380
CASE-2256,TRANSACTION,TX-CD659147,CUST-1243,4681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T19:16:04.050380
CASE-2257,TRANSACTION,TX-5A758631,CUST-1206,4681.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T15:16:04.050380
CASE-2258,TRANSACTION,TX-97F41D4A,CUST-1026,11682.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.050380
CASE-2259,TRANSACTION,TX-89B7F399,CUST-1156,1181.23,FAILED_PAYMENT,66,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.050380
CASE-2260,TRANSACTION,TX-5C664B29,CUST-1051,11682.23,FAILED_PAYMENT,88,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.050380
CASE-2261,TRANSACTION,TX-19AB056C,CUST-1165,11682.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:04.050380
CASE-2262,TRANSACTION,TX-347BB657,CUST-1046,7182.23,FAILED_PAYMENT,86,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:04.050380
CASE-2263,TRANSACTION,TX-9B5A30CF,CUST-1265,4681.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T04:16:04.050380
CASE-2264,TRANSACTION,TX-8C160F0F,CUST-1160,2181.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.050380
CASE-2265,TRANSACTION,TX-47AB448B,CUST-1089,7182.23,FAILED_PAYMENT,46,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.050380
CASE-2266,TRANSACTION,TX-3B57BF78,CUST-1234,2181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T15:16:04.050380
CASE-2267,TRANSACTION,TX-FB974C05,CUST-1189,2181.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.050380
CASE-2268,TRANSACTION,TX-2ABC6B49,CUST-1016,11682.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.050380
CASE-2269,TRANSACTION,TX-1316EF21,CUST-1091,7182.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:04.050380
CASE-2270,TRANSACTION,TX-408C7E4B,CUST-1084,3681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.050380
CASE-2271,TRANSACTION,TX-D55CF135,CUST-1015,1181.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.050380
CASE-2272,TRANSACTION,TX-224EF6C5,CUST-1110,7182.23,FAILED_PAYMENT,94,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:04.052420
CASE-2273,TRANSACTION,TX-C2B06572,CUST-1138,11682.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T11:16:04.052420
CASE-2274,TRANSACTION,TX-8A285F6C,CUST-1243,11682.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T01:16:04.052420
CASE-2275,TRANSACTION,TX-CAFB44DF,CUST-1115,7182.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.052420
CASE-2276,TRANSACTION,TX-CD4FA5E3,CUST-1141,11682.23,FAILED_PAYMENT,90,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T14:16:04.052420
CASE-2277,TRANSACTION,TX-2454CAFA,CUST-1112,4681.23,FAILED_PAYMENT,61,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.053260
