id,case_id,status,ai_recommendation,reason,created_at
APP-c504250c,CASE-2183,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.019894
APP-afa8d71b,CASE-2184,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.019894
APP-23f47d88,CASE-2186,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.019894
APP-e7426bcb,CASE-2187,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.019894
APP-172f57e1,CASE-2188,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.036549
APP-2fdc13b0,CASE-2189,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.036549
APP-7c7ac4d7,CASE-2190,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.036549
APP-e62ebdb8,CASE-2191,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.036549
APP-a63ae9f7,CASE-2193,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.036549
APP-175772b2,CASE-2195,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.036549
APP-75049579,CASE-2196,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.036549
APP-2f2d78af,CASE-2197,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.036549
APP-84215873,CASE-2198,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.036549
APP-76a8f166,CASE-2199,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.036549
APP-33525e0e,CASE-2200,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.036549
APP-faeda515,CASE-2201,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.036549
APP-d54ca2d3,CASE-2203,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.036549
APP-19b52c30,CASE-2204,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.045029
APP-f7076533,CASE-2205,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.045029
APP-ad52214d,CASE-2209,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.045029
APP-0dddfd94,CASE-2210,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.045029
APP-9a270552,CASE-2213,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.045029
APP-eacac20c,CASE-2214,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.045029
APP-cc7c9db4,CASE-2215,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.045029
APP-41ec01f9,CASE-2216,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.045029
APP-a03ed6f6,CASE-2217,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.045029
APP-fe69bbec,CASE-2218,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.045029
APP-a0bbec8c,CASE-2219,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.045029
APP-50842918,CASE-2220,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.045029
APP-60f9f34c,CASE-2221,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.045029
APP-ec4cb9ab,CASE-2223,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.045029
APP-6be4d58a,CASE-2226,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.045029
APP-94da5aff,CASE-2227,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.045029
APP-021f60c9,CASE-2228,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.045029
APP-e7da5bb2,CASE-2229,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.045029
APP-1315e6d4,CASE-2230,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.045029
APP-7d5c5795,CASE-2231,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.045029
APP-9910bd8e,CASE-2232,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.045029
APP-7d3a657a,CASE-2233,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.045029
APP-6d4be41d,CASE-2235,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.045029
APP-16a716a2,CASE-2236,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.045029
APP-ea25c7be,CASE-2237,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.045029
APP-80c600f1,CASE-2238,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.045029
APP-ff72f403,CASE-2239,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.045029
APP-6dea0a5c,CASE-2240,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.045029
APP-07c29c57,CASE-2241,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.045029
APP-41ab6a9d,CASE-2242,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.045029
APP-54821ee3,CASE-2243,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.045029
APP-1844168b,CASE-2244,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.045029
APP-f6de99ad,CASE-2245,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.045029
APP-4dd48621,CASE-2246,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.045029
APP-0f4147d9,CASE-2247,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.045029
APP-b18de367,CASE-2248,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.045029
APP-7679993a,CASE-2249,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.045029
APP-49b0edb3,CASE-2250,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.045029
APP-386c67cb,CASE-2251,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.045029
APP-51af7af2,CASE-2252,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.050380
APP-33fc501a,CASE-2253,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.050380
APP-01d877be,CASE-2254,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.050380
APP-741226c9,CASE-2257,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.050380
APP-0a1e1dbe,CASE-2258,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.050380
APP-7192820f,CASE-2259,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.050380
APP-be74f58d,CASE-2260,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.050380
APP-30d569f0,CASE-2261,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.050380
APP-92db613b,CASE-2262,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.050380
APP-acc0b347,CASE-2264,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.050380
APP-3eaa4335,CASE-2265,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.050380
APP-c9eb82a8,CASE-2266,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.050380
APP-81a3851e,CASE-2267,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.050380
APP-c6802c97,CASE-2268,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.050380
APP-2ea7ddfb,CASE-2269,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.050380
APP-227c5511,CASE-2270,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.050380
APP-0a9baa2b,CASE-2271,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.050380
APP-8f73e552,CASE-2272,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.052420
APP-8240abee,CASE-2273,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.052420
APP-fa1da45a,CASE-2274,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.052420
APP-f8d975ca,CASE-2275,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.052420
APP-d936936e,CASE-2276,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.052420
APP-be8e4770,CASE-2277,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.053260
APP-9212b9dd,CASE-2278,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.053260
APP-89b92471,CASE-2279,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.053260
APP-05f4d305,CASE-2280,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.053260
APP-61937ef2,CASE-2281,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.053260
APP-7459bf4b,CASE-2282,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.053260
APP-3a4d2ed4,CASE-2283,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.053260
APP-b6d1a056,CASE-2284,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.053260
APP-9e6c0a25,CASE-2286,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.053260
APP-2066ce24,CASE-2287,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.053260
APP-5699a0b6,CASE-2288,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.053260
APP-de1a7ab8,CASE-2289,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.053260
APP-e565faa0,CASE-2290,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.055408
APP-8132457a,CASE-2291,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.055408
APP-363b33ec,CASE-2292,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.055408
APP-475b89c6,CASE-2294,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.055408
APP-a1236319,CASE-2295,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.055408
APP-4f3d142d,CASE-2296,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.055408
APP-c30bb10a,CASE-2297,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.055408
APP-89ea2d9d,CASE-2299,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.055408
APP-c8383beb,CASE-2300,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.055408
APP-2dcb0adf,CASE-2302,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.055408
APP-cfffd1ac,CASE-2303,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.055408
APP-4c633ae0,CASE-2304,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.055408
APP-67701b3b,CASE-2305,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.055408
APP-c2a4d749,CASE-2306,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.055408
APP-3f76fd65,CASE-2308,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.055408
APP-1c12ccc9,CASE-2309,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.055408
APP-0b44d61c,CASE-2310,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.055408
APP-56067efd,CASE-2313,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.055408
APP-70e73ab7,CASE-2314,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.055408
APP-9e04764d,CASE-2317,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.055408
APP-80812f14,CASE-2318,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.055408
APP-6ee083db,CASE-2319,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.055408
APP-a92a4a21,CASE-2320,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.055408
APP-e88e63f9,CASE-2322,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.055408
APP-deda16a4,CASE-2324,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.055408
APP-c780ade2,CASE-2326,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.055408
APP-311a735b,CASE-2329,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.055408
APP-38f80fb8,CASE-2330,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.055408
APP-37925099,CASE-2331,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.055408
APP-f2e4b2e6,CASE-2332,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.055408
APP-dec12b1a,CASE-2333,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.055408
APP-394bcfff,CASE-2334,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.055408
APP-999e8514,CASE-2335,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.055408
APP-288b4412,CASE-2336,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.055408
APP-95ec31fa,CASE-2337,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.055408
APP-1a9cb017,CASE-2338,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.055408
APP-b6abcb43,CASE-2341,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.055408
APP-24ed6e07,CASE-2344,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.055408
APP-d1cb45c8,CASE-2345,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.055408
APP-fdb4d18e,CASE-2346,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.055408
APP-255a965e,CASE-2347,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.055408
APP-f1145973,CASE-2348,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.055408
APP-9f8abbc6,CASE-2349,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.055408
APP-f7923142,CASE-2350,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.055408
APP-767009e6,CASE-2351,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.055408
APP-3e27adc3,CASE-2352,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.055408
APP-bb722786,CASE-2353,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.055408
APP-7a4496a1,CASE-2354,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.055408
APP-d16418f7,CASE-2355,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.055408
APP-412d3300,CASE-2357,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.055408
APP-45dde40a,CASE-2358,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.055408
APP-7176a48e,CASE-2360,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.055408
APP-ff192134,CASE-2361,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.055408
APP-1ef33979,CASE-2362,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.055408
APP-50237c0b,CASE-2363,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.055408
APP-6f444b8d,CASE-2364,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.055408
